wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq,ctuit
12.735849,3.5426402,12,1,0,0,0,10,12,12,1,2,1,1,0,0,0,1,5.8513093,6.0533328,2.5444207,100,.20202351
12.23092,-.031696722,12,1,0,0,0,13,12,14,1,0,1,1,0,0,0,1,7.3949065,7.3949065,2.503967,169,0
19.740259,1.8908983,9,1,0,0,0,12,12,12,0,3,1,1,0,0,0,1,6.0533328,6.1254711,2.9826601,144,.072138309
23.68421,4.8026676,16,0,1,0,0,7,16,17,0,2,1,1,0,0,0,1,7.3949065,6.6411552,3.1648085,49,-.75375128
17.821783,3.6462047,14,1,0,0,0,8,16,18,0,2,1,1,0,0,0,1,6.6411552,5.8513093,2.8804214,64,-.78984594
11.344538,3.6096885,13,1,0,0,0,10,10,12,0,3,0,1,0,0,0,1,6.6411552,5.8513093,2.4287364,100,-.78984594
13.129103,3.786006,15,0,0,1,0,8,13,12,0,0,1,0,0,0,1,1,15.008257,15.008257,2.5748312,64,0
15.699658,1.7596163,11,0,0,0,1,13,12,12,0,2,1,1,0,0,0,1,7.8335838,7.8335838,2.753639,169,0
7.5910931,2.1050098,12,1,0,0,0,8,12,12,0,3,1,1,0,0,0,1,15.172539,15.137891,2.0269756,64,-.034647942
11.387474,1.5486392,14,1,0,0,0,6,12,12,0,2,1,1,0,0,0,1,13.934644,15.172539,2.432514,36,1.237895
14.951627,2.9057336,18,1,0,0,0,3,16,17,0,2,1,1,0,0,0,1,14.462974,13.934644,2.7048202,9,-.52832985
22.434368,2.492563,16,1,0,0,0,11,12,12,0,1,1,1,0,0,0,1,15.082261,15.082261,3.110594,121,0
15.577889,2.9362831,14,1,0,0,0,6,12,12,0,1,1,1,0,0,0,1,13.934644,15.172539,2.7458525,36,1.237895
24.80916,4.1947117,17,0,0,1,0,8,10,16,0,1,1,1,0,0,0,1,15.082261,15.082261,3.2112129,64,0
13.126492,5.8989348,17,1,0,0,0,3,20,16,0,1,1,1,0,0,0,1,13.934644,15.172539,2.5746324,9,1.237895
13.913043,2.8716104,16,1,0,0,0,5,16,17,0,1,1,1,0,0,0,1,14.462974,13.934644,2.6328268,25,-.52832985
12,-.78823292,12,1,0,0,0,14,12,12,0,2,1,1,0,0,0,1,15.082261,15.082261,2.4849067,196,0
60.894569,3.2864616,15,1,0,0,0,12,13,20,0,1,1,1,0,0,0,1,15.082261,15.082261,4.1091442,144,0
12.862596,3.2557979,14,0,0,1,0,10,16,16,0,1,1,1,0,0,0,0,15.082261,15.008257,2.5543234,100,-.074004173
10.526316,-1.9259791,8,1,0,0,0,14,9,10,1,2,1,1,0,0,0,1,14.462974,13.934644,2.3538783,196,-.52832985
12.847966,2.3217826,15,1,0,0,0,7,12,12,0,2,1,1,0,0,0,1,14.462974,14.462974,2.5531855,49,0
16.966759,2.8134353,12,1,0,0,0,12,12,16,0,3,1,1,0,0,0,1,15.082261,15.008257,2.8312562,144,-.074004173
15.027323,4.5591154,15,1,0,0,0,7,12,16,0,3,1,1,0,0,0,1,14.462974,13.934644,2.7098701,49,-.52832985
67.079918,2.7576752,15,1,0,0,0,12,12,12,0,2,1,1,0,0,0,1,15.082261,15.082261,4.2058849,144,0
8.4134617,.78973842,15,1,0,0,0,5,12,8,0,2,1,1,0,0,0,1,13.934644,15.172539,2.129833,25,1.237895
4.8646364,2.1513286,13,1,0,0,0,10,10,14,0,3,0,1,0,0,0,1,15.008257,14.462974,1.581992,100,-.54528332
5.764967,.55022591,12,1,0,0,0,8,10,15,0,3,1,1,0,0,0,1,13.934644,15.172539,1.7517995,64,1.237895
4.6374369,-.3780224,10,1,0,0,0,13,9,9,0,7,1,1,0,0,0,1,15.082261,15.008257,1.5341618,169,-.074004173
18.26923,3.5266898,14,1,0,0,0,7,12,12,0,3,0,1,0,0,0,1,14.462974,13.934644,2.9052181,49,-.52832985
11.481482,2.1787515,12,1,0,0,0,14,12,12,0,3,1,1,0,0,0,0,15.082261,15.082261,2.4407353,196,0
16,4.1021004,16,0,0,0,1,5,12,12,0,3,1,1,0,0,0,1,13.934644,15.172539,2.7725887,25,1.237895
11.07438,2.3541219,19,0,0,0,1,7,13,8,1,4,1,1,0,0,0,1,15.082261,15.082261,2.4046342,49,0
6.1349692,-1.8695177,8,1,0,0,0,15,16,8,1,4,1,1,0,0,0,1,15.082261,15.008257,1.814005,225,-.074004173
7.6988878,-.70818013,11,1,0,0,0,9,8,12,1,2,1,1,0,0,0,1,13.934644,15.172539,2.0410759,81,1.237895
9.1638031,2.4667709,12,1,0,0,0,14,12,12,0,2,1,1,0,0,0,1,15.082261,15.082261,2.2152612,196,0
16.346153,5.1760702,14,1,0,0,0,10,12,18,0,3,1,1,0,0,0,1,15.082261,15.008257,2.7939925,100,-.074004173
10.176991,4.1892567,16,1,0,0,0,6,12,8,0,3,1,1,0,0,0,1,14.462974,13.934644,2.3201294,36,-.52832985
12.323944,1.497999,12,1,0,0,0,11,12,12,0,4,1,1,0,0,0,1,15.008257,14.462974,2.511544,121,-.54528332
27.450981,3.0384529,15,1,0,0,0,10,12,18,0,0,1,1,0,0,0,1,15.082261,15.082261,3.312402,100,0
14.423077,2.4981976,13,0,0,0,1,12,12,12,1,6,1,1,0,0,0,1,15.082261,15.082261,2.6688294,144,0
4.8076925,.57382089,12,1,0,0,0,13,16,13,0,2,1,1,0,0,0,1,15.082261,15.082261,1.5702173,169,0
14.957265,2.0096591,12,0,0,0,1,10,12,14,0,1,1,1,0,0,0,1,15.008257,14.462974,2.7051971,100,-.54528332
17.795139,3.3864782,18,1,0,0,0,5,13,13,0,3,1,1,0,0,0,1,15.082261,15.008257,2.8789253,25,-.074004173
18.691589,.40107772,12,1,0,0,0,14,12,12,0,5,1,1,0,0,0,1,12.387511,12.387511,2.9280736,196,0
14.423077,-1.1186994,12,1,0,0,0,12,12,8,0,4,1,1,0,0,0,1,12.387511,12.387511,2.6688294,144,0
9.6153851,1.0476584,11,1,0,0,0,10,11,10,0,3,1,1,0,0,0,1,11.967087,12.391353,2.2633643,100,.42426586
9.1346149,-.98397559,11,1,0,0,0,10,12,12,0,2,1,1,0,0,0,1,12.391353,12.420308,2.2120709,100,.02895546
8.5769234,3.9446101,15,1,0,0,0,10,12,18,0,2,0,1,0,0,0,1,12.387511,12.387511,2.1490753,100,0
7.8048782,-1.0399191,12,1,0,0,0,9,12,12,0,2,1,1,0,0,0,1,11.967087,12.391353,2.054749,81,.42426586
21.226416,2.8259821,12,1,0,0,0,13,12,10,0,1,1,1,0,0,0,1,12.387511,12.387511,3.0552464,169,0
19.711538,5.719028,15,1,0,0,0,7,12,16,0,3,1,1,0,0,0,1,9.8678875,9.7692356,2.9812043,49,-.098651886
13.970984,1.3550527,15,0,0,1,0,8,12,8,0,2,1,1,0,0,0,1,10.205619,9.8678875,2.6369827,64,-.33773136
54.609936,1.0379155,12,1,0,0,0,15,12,12,0,4,1,1,0,0,0,1,11.155029,11.155029,4.000216,225,0
13.18102,1.2433522,15,1,0,0,0,7,12,12,0,4,1,1,0,0,0,1,10.205619,9.8678875,2.5787778,49,-.33773136
8.7744951,2.3709629,12,1,0,0,0,8,12,12,1,4,1,1,0,0,0,1,9.7692356,9.3434591,2.1718493,64,-.42577648
15.865385,1.7812779,11,1,0,0,0,11,12,12,0,3,1,1,0,0,0,1,10.205619,9.8678875,2.7641397,121,-.33773136
52.132702,.5180065,15,1,0,0,0,12,12,13,0,3,1,1,0,0,0,1,7.3113461,7.3113461,3.9537923,144,0
23.092783,2.9570401,15,1,0,0,0,12,12,12,0,3,1,1,0,0,0,1,5.8490791,5.8490791,3.1395202,144,0
5.8129373,-2.7411335,12,1,0,0,0,15,12,13,0,3,0,1,0,0,0,1,11.155029,11.155029,1.7600859,225,0
12.518195,3.8018701,15,1,0,0,0,10,14,14,0,8,1,1,0,0,0,1,11.155029,11.155029,2.5271833,100,0
14.732965,2.3166008,14,1,0,0,0,7,14,14,0,8,1,1,0,0,0,1,9.8678875,9.7692356,2.6900876,49,-.098651886
5.2493439,-2.2268219,11,1,0,0,0,13,4,4,0,2,1,1,0,0,0,1,11.155029,11.155029,1.6581031,169,0
16.722408,4.5171695,12,1,0,0,0,13,11,12,0,3,1,1,0,0,0,1,15.082261,15.082261,2.8167496,169,0
12.905604,3.9379861,12,1,0,0,0,10,11,12,0,3,1,1,0,0,0,1,14.462974,13.934644,2.5576618,100,-.52832985
9.202424,-3.7846503,7,1,0,0,0,21,12,10,0,9,1,1,0,0,0,1,15.082261,15.082261,2.2194669,441,0
15.107914,4.534225,12,1,0,0,0,12,12,12,0,5,1,1,0,0,0,1,15.082261,15.008257,2.7152188,144,-.074004173
22.336245,3.5911369,16,0,0,0,1,11,16,16,0,6,1,1,0,0,0,1,15.082261,15.082261,3.1062107,121,0
13.461538,2.8963256,12,1,0,0,0,12,12,12,1,5,0,1,0,0,0,0,15.082261,15.008257,2.5998366,144,-.074004173
15.303984,-.033011764,12,1,0,0,0,13,14,11,0,7,0,1,0,0,0,1,15.082261,15.082261,2.7281132,169,0
13.617961,2.0076046,12,1,0,0,0,12,12,16,0,1,1,1,0,0,0,1,15.082261,15.082261,2.6113896,144,0
18.329939,3.9284778,19,0,0,1,0,8,16,20,0,2,1,0,1,0,0,1,7.3113461,7.3113461,2.9085357,64,0
12.311266,5.0006876,19,1,0,0,0,7,16,20,0,2,1,1,0,0,0,1,7.3113461,7.3113461,2.5105147,49,0
7.0754719,-4.1184654,12,1,0,0,0,14,12,12,0,2,1,1,0,0,0,1,12.387511,12.387511,1.9566342,196,0
4.5731707,-3.4892559,12,1,0,0,0,12,12,11,0,2,1,1,0,0,0,1,12.387511,12.363052,1.5202068,144,-.024458885
13.44086,2.4156144,12,1,0,0,0,9,8,8,0,4,1,1,0,0,0,1,11.967087,12.391353,2.5982993,81,.42426586
11.088252,-.22203657,12,1,0,0,0,11,7,12,1,5,1,1,0,0,0,1,12.387511,12.363052,2.4058862,121,-.024458885
13.541667,1.9342402,12,1,0,0,0,11,12,12,0,0,1,1,0,0,0,1,12.387511,12.363052,2.6057713,121,-.024458885
13.059702,-2.2727091,12,1,0,0,0,9,12,9,0,1,1,1,0,0,0,1,11.967087,12.391353,2.5695312,81,.42426586
8.6538458,4.4981022,14,1,0,0,0,9,16,14,0,1,1,1,0,0,0,1,12.363052,11.967087,2.1580038,81,-.39596558
9.6205235,4.1428733,15,1,0,0,0,5,14,16,0,1,1,1,0,0,0,1,12.420308,12.813191,2.2638986,25,.3928833
7.6923075,-3.4528763,12,1,0,0,0,9,12,12,1,3,1,1,0,0,0,1,12.391353,12.420308,2.0402207,81,.02895546
10.839161,.35360512,12,1,0,0,0,8,12,12,0,4,1,1,0,0,0,1,12.420308,12.813191,2.3831656,64,.3928833
22.727272,1.4470198,16,1,0,0,0,10,12,14,0,2,1,1,0,0,0,1,12.387511,12.387511,3.1235657,100,0
14.746544,2.8296425,15,1,0,0,0,10,15,14,0,2,1,1,0,0,0,1,12.387511,12.387511,2.6910088,100,0
17.788462,4.4212322,15,1,0,0,0,8,12,18,0,2,1,1,0,0,0,1,12.387511,12.363052,2.8785501,64,-.024458885
4.9777312,2.3132463,12,1,0,0,0,13,12,12,0,1,1,1,0,0,0,1,12.387511,12.387511,1.6049743,169,0
12.598425,3.3491769,13,1,0,0,0,12,12,12,0,3,1,1,0,0,0,1,12.387511,12.387511,2.5335717,144,0
13.675214,4.0525351,15,1,0,0,0,11,12,12,0,3,1,1,0,0,0,1,12.387511,12.387511,2.6155851,121,0
2.625,-2.551893,10,0,1,0,0,13,8,6,1,4,1,0,1,0,0,1,9.4176817,8.8265486,.96508092,169,-.59113312
7.6203671,2.6375215,12,0,1,0,0,9,12,12,0,1,1,0,1,0,0,1,8.8265486,9.3497028,2.0308244,81,.52315426
15.384615,1.690285,17,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,9.6927567,9.6927567,2.7333679,100,0
44.345898,3.8753533,18,0,0,0,1,9,16,16,0,2,1,0,1,0,0,1,9.6927567,9.6927567,3.7920203,81,0
14.084507,3.4355404,17,0,1,0,0,8,16,16,0,2,1,0,1,0,0,1,9.6927567,9.6927567,2.6450753,64,0
11.057693,1.31293,12,0,1,0,0,16,12,10,0,4,1,0,1,0,0,1,9.6927567,9.6927567,2.4031262,256,0
6.9902911,-1.2555829,11,0,1,0,0,12,12,10,0,4,1,0,1,0,0,1,9.6927567,9.4176817,1.9445223,144,-.27507496
17.123287,1.239603,12,0,0,1,0,9,12,14,0,2,1,0,1,0,0,1,8.8265486,9.3497028,2.8404393,81,.52315426
15.652951,2.1258321,14,0,1,0,0,10,12,18,0,3,1,0,1,0,0,1,9.6927567,9.4176817,2.7506595,100,-.27507496
14.563107,2.655087,12,0,1,0,0,8,12,12,0,3,1,0,1,0,0,1,9.3497028,10.444347,2.6784914,64,1.0946445
17.31419,3.7445102,12,0,1,0,0,12,16,12,0,3,1,0,1,0,0,1,9.6927567,9.6927567,2.8515265,144,0
8.9500856,-.52818793,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,9.6927567,9.6927567,2.191663,169,0
24.398178,-1.0554669,12,0,1,0,0,13,11,11,0,2,1,0,1,0,0,1,9.6927567,9.6927567,3.1945086,169,0
1.8292683,1.057115,9,0,1,0,0,11,9,10,0,4,1,0,1,0,0,1,7.3568974,7.748579,.60391605,121,.39168167
4.8076925,-3.1826077,10,0,1,0,0,11,8,7,0,9,1,0,1,0,0,1,7.3058729,7.3568974,1.5702173,121,.051024437
7.2115383,-.82272637,10,0,0,0,1,12,8,8,1,3,1,0,1,0,0,1,7.3058729,7.3058729,1.9756823,144,0
9.3841639,-1.1812452,12,0,1,0,0,13,12,12,0,1,1,0,1,0,0,1,8.3349361,8.3349361,2.2390237,169,0
10.885341,-.5111351,11,0,1,0,0,16,9,16,0,5,1,0,1,0,0,1,8.3349361,8.3349361,2.3874171,256,0
8,1.5695326,12,0,1,0,0,11,12,16,0,3,1,0,1,0,0,1,8.3349361,7.8230557,2.0794415,121,-.5118804
10.240252,4.4304752,16,0,1,0,0,7,12,16,0,7,1,0,1,0,0,1,8.3349361,7.8230557,2.3263264,49,-.5118804
27.403847,3.2499709,15,0,1,0,0,12,12,12,0,3,1,0,1,0,0,1,8.3349361,8.3349361,3.3106835,144,0
19.111111,4.5740991,16,0,1,0,0,8,12,16,0,4,1,0,1,0,0,1,8.3349361,8.3349361,2.9502699,64,0
4.4036698,1.235797,12,0,0,1,0,13,12,18,0,2,1,0,1,0,0,1,8.3349361,8.3349361,1.4824382,169,0
9.0529251,1.6147116,17,0,0,1,0,6,12,13,0,1,1,0,0,1,0,1,7.8230557,7.3058729,2.2030878,36,-.51718283
8.984375,-.82578552,13,0,1,0,0,13,12,12,0,5,1,0,1,0,0,1,8.3349361,8.3349361,2.195487,169,0
17.006804,.57959074,12,0,1,0,0,12,12,12,0,5,1,0,1,0,0,1,8.3349361,8.3349361,2.8336134,144,0
3.7558684,3.7760303,12,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,8.3349361,8.3349361,1.3233196,144,0
5.6910567,5.9947424,12,0,1,0,0,8,12,12,0,4,1,0,1,0,0,1,7.3568974,7.748579,1.7388959,64,.39168167
9.2756186,2.3176086,12,0,1,0,0,8,12,16,1,3,1,0,1,0,0,1,7.748579,8.6834316,2.2273893,64,.9348526
11.538462,1.4302603,17,0,1,0,0,7,14,16,0,1,1,0,1,0,0,1,8.3349361,7.8230557,2.4456859,49,-.5118804
12.980769,3.8779945,18,0,0,1,0,10,12,16,0,4,1,0,1,0,0,1,8.3349361,8.3349361,2.5634689,100,0
15.294118,3.9737763,12,0,1,0,0,14,12,12,1,1,1,0,1,0,0,1,8.3349361,8.3349361,2.7274683,196,0
9.5238094,3.0609992,12,0,1,0,0,15,12,15,1,1,1,0,1,0,0,1,8.3349361,8.3349361,2.2537949,225,0
7.9365077,-1.7296591,13,0,0,0,1,13,6,12,1,7,1,0,1,0,0,1,8.3349361,8.3349361,2.0714734,169,0
10.294118,1.9315293,15,0,1,0,0,8,16,16,0,3,1,0,1,0,0,1,8.3349361,7.8230557,2.3315728,64,-.5118804
15.696784,2.3901989,12,0,1,0,0,10,11,12,0,5,1,0,1,0,0,1,7.3058729,7.3568974,2.7534559,100,.051024437
35.294117,2.9145982,12,0,1,0,0,8,11,14,0,5,1,0,1,0,0,1,7.3568974,7.748579,3.5637162,64,.39168167
11.538462,-1.0498585,12,0,1,0,0,9,16,16,0,7,1,0,1,0,0,1,7.3568974,7.748579,2.4456859,81,.39168167
11.25,.59872329,12,0,1,0,0,10,16,12,1,1,1,0,1,0,0,1,7.3058729,7.3568974,2.4203682,100,.051024437
9.0721645,-3.4648468,12,0,1,0,0,10,9,9,0,3,1,0,1,0,0,1,7.3058729,7.3568974,2.2052109,100,.051024437
17.225327,-1.7753702,8,0,1,0,0,15,10,10,1,2,1,0,1,0,0,1,14.070236,13.388583,2.8463807,225,-.68165302
7.3367572,-1.9981309,8,0,1,0,0,13,10,10,1,2,1,0,1,0,0,1,13.634975,14.255124,1.9928969,169,.62014866
12.019231,-1.9482604,10,0,1,0,0,13,13,14,0,2,1,0,1,0,0,1,14.070236,13.388583,2.4865079,169,-.68165302
5.6089745,3.4270818,20,0,0,1,0,6,12,14,0,2,1,0,1,0,0,1,18.173916,18.173916,1.7243679,36,0
23.118958,4.1896467,15,0,0,1,0,8,12,14,0,2,1,0,1,0,0,1,18.173916,14.070236,3.1406529,64,-4.1036797
14.503144,2.595268,12,0,1,0,0,12,12,18,0,1,1,0,1,0,0,1,18.173916,18.173916,2.6743655,144,0
21.757322,3.9238219,16,0,1,0,0,12,17,17,0,2,1,0,1,0,0,1,18.173916,18.173916,3.0799503,144,0
14.583333,4.4280949,17,0,1,0,0,8,16,13,1,0,1,0,1,0,0,1,18.173916,18.173916,2.6798792,64,0
15.384615,.80882084,12,0,1,0,0,14,12,16,0,5,1,0,1,0,0,1,18.173916,18.173916,2.7333679,196,0
12.062257,2.9392922,16,0,1,0,0,6,12,16,0,1,1,0,1,0,0,1,14.070236,13.388583,2.4900813,36,-.68165302
9.0823383,4.1122274,13,0,1,0,0,8,12,10,0,2,1,0,1,0,0,1,13.634975,14.255124,2.2063317,64,.62014866
8.4134617,3.4360065,12,0,1,0,0,12,11,8,0,4,1,0,1,0,0,1,18.173916,14.070236,2.129833,144,-4.1036797
23.774038,-.73961091,12,0,1,0,0,13,12,12,0,2,1,0,1,0,0,1,9.6927567,9.6927567,3.1685941,169,0
1.25,.56514627,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,9.4176817,8.8265486,.22314355,100,-.59113312
17.551964,3.3741384,16,0,1,0,0,5,12,12,0,2,1,0,1,0,0,1,8.8265486,9.3497028,2.8651659,25,.52315426
8.8888893,3.4991252,12,0,1,0,0,12,10,14,0,2,1,0,1,0,0,1,9.6927567,9.6927567,2.1848021,144,0
14.423077,-1.7721007,12,0,1,0,0,16,3,12,0,5,1,0,1,0,0,1,9.6927567,9.6927567,2.6688294,256,0
3.7790697,-2.458735,9,0,1,0,0,15,12,12,0,2,1,0,1,0,0,1,9.6927567,9.6927567,1.3294779,225,0
2.1126761,.26337507,8,0,1,0,0,16,12,12,0,2,1,0,1,0,0,1,9.6927567,9.4176817,.74795544,256,-.27507496
13.888889,.93633598,13,0,1,0,0,10,11,10,0,0,0,0,1,0,0,1,9.4176817,8.8265486,2.6310892,100,-.59113312
7.4592075,.35801485,10,0,1,0,0,14,9,9,1,4,1,0,1,0,0,1,9.6927567,9.4176817,2.0094492,196,-.27507496
7.1146245,2.033818,15,0,1,0,0,11,9,6,1,4,1,0,1,0,0,1,9.6927567,9.6927567,1.9621525,121,0
7.0754719,.31900731,12,0,0,0,1,11,8,8,1,4,0,0,1,0,0,1,9.6927567,9.4176817,1.9566342,121,-.27507496
5.15873,-.44931361,11,0,1,0,0,9,12,9,0,2,1,0,1,0,0,1,9.3497028,10.444347,1.6406904,81,1.0946445
5.2941175,.21147159,10,0,1,0,0,16,12,10,0,3,1,0,1,0,0,0,9.6927567,9.6927567,1.6665963,256,0
13.996317,2.2729251,12,0,1,0,0,13,12,12,0,2,1,0,1,0,0,0,9.6927567,9.6927567,2.6387942,169,0
8.3025827,-2.7671394,12,0,0,0,1,14,8,6,0,5,1,0,1,0,0,1,9.6927567,9.6927567,2.1165667,196,0
9.4373865,.57153177,11,0,1,0,0,15,11,12,1,6,0,0,1,0,0,1,9.6927567,9.6927567,2.244679,225,0
35.424355,2.3424375,12,0,0,1,0,14,12,12,0,2,1,0,1,0,0,0,9.6927567,9.6927567,3.5673995,196,0
15.865385,2.5842566,14,0,1,0,0,10,12,12,0,3,0,0,1,0,0,1,9.6927567,9.6927567,2.7641397,100,0
15.951386,1.6599914,12,0,1,0,0,15,12,12,0,3,0,0,1,0,0,0,9.6927567,9.6927567,2.7695458,225,0
20.304569,1.9501661,12,0,1,0,0,13,12,12,0,3,0,0,1,0,0,1,9.6927567,9.6927567,3.0108459,169,0
7.4074073,.56936318,11,0,1,0,0,9,12,8,1,6,1,0,1,0,0,1,9.3497028,10.444347,2.0024805,81,1.0946445
20.338984,-1.3107127,12,0,1,0,0,11,13,14,0,3,0,0,1,0,0,1,9.4176817,8.8265486,3.0125394,121,-.59113312
21.267397,.035848048,15,0,0,0,1,6,13,14,0,3,1,0,1,0,0,1,8.8265486,9.3497028,3.0571752,36,.52315426
9.1346149,-2.3094435,9,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,14.070236,13.388583,2.2120709,169,-.68165302
9.7484274,.8516435,12,0,1,0,0,12,12,12,0,1,1,0,1,0,0,1,18.173916,18.173916,2.277106,144,0
10.192196,1.4821378,12,0,1,0,0,13,12,14,0,1,1,0,1,0,0,1,18.173916,18.173916,2.3216224,169,0
4.8955612,.94114447,14,0,1,0,0,10,10,12,0,4,1,0,1,0,0,1,18.173916,18.173916,1.588329,100,0
15.209126,5.2754555,15,0,1,0,0,8,12,13,0,2,1,0,1,0,0,1,18.173916,14.070236,2.7218957,64,-4.1036797
12.475784,3.9710429,15,0,1,0,0,7,12,13,0,2,1,0,1,0,0,1,14.070236,13.388583,2.5237894,49,-.68165302
10.200364,3.9349906,15,0,1,0,0,5,12,13,0,2,1,0,1,0,0,1,13.634975,14.255124,2.3224235,25,.62014866
13.852612,3.0846925,12,0,1,0,0,9,12,11,0,2,1,0,1,0,0,1,13.634975,14.255124,2.6284738,81,.62014866
18.021978,4.32687,15,0,1,0,0,9,11,12,0,2,1,0,1,0,0,0,18.173916,18.173916,2.891592,81,0
9.32971,1.4493988,12,0,0,0,1,9,12,12,0,4,1,0,1,0,0,1,13.388583,13.634975,2.2332039,81,.24639225
9.4488192,-1.1713127,12,0,0,0,1,11,11,6,0,5,0,0,1,0,0,1,14.070236,6.4463582,2.2458897,121,-7.623878
10.769231,-1.5059906,12,0,1,0,0,11,12,12,0,3,1,0,1,0,0,1,18.173916,14.070236,2.376693,121,-4.1036797
22.121897,3.72859,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,13.388583,13.634975,3.0965679,49,.24639225
23.076923,4.0426869,18,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,18.173916,18.173916,3.138833,81,0
6.8376069,3.5759637,20,0,1,0,0,5,12,13,0,1,1,0,1,0,0,1,18.173916,18.173916,1.9224378,25,0
9.1346149,2.1359563,12,0,1,0,0,13,16,17,0,1,1,0,1,0,0,1,18.173916,18.173916,2.2120709,169,0
16.323025,3.0326908,15,0,1,0,0,5,12,14,0,0,1,0,1,0,0,1,13.634975,14.255124,2.7925768,25,.62014866
38.753799,-1.3009042,12,0,1,0,0,15,12,12,0,1,1,0,1,0,0,1,18.173916,18.173916,3.6572287,225,0
6.6523604,-.29907981,14,0,1,0,0,9,12,12,0,1,1,0,1,0,0,1,14.070236,14.070236,1.8949717,81,0
